pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,nearby-9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,facing-9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,copying-9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,spinning,staying,going_straight,moving,nearby,have_been_nearby,since_nearby,copying,exploiting,exploring,state,other_exploiting,copying_exploiting,copying_reward
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,870,visible,358.077,68.712,2.125,162,1.0,0.9,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,871,visible,359.774,69.991,2.125,127,1.0,0.9,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,872,visible,361.89599999999996,69.88,2.125,87,1.0,0.9,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,873,visible,363.57099999999997,68.572,2.125,52,1.0,0.9,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,874,visible,364.01300000000003,66.493,2.125,12,1.0,0.9,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,875,visible,363.015,64.617,2.125,332,1.0,0.9,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,876,visible,361.12199999999996,63.652,2.125,297,1.0,0.9,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,877,visible,359.051,64.13,2.125,257,1.0,0.91,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,878,visible,357.772,65.827,2.125,217,1.0,0.91,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,879,visible,357.69800000000004,67.95100000000001,2.125,182,1.0,0.91,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,880,visible,357.624,70.075,2.125,182,1.0,0.91,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,881,visible,357.55,72.199,2.125,182,1.0,0.91,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,882,visible,357.476,74.32300000000001,2.125,182,1.0,0.91,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,883,visible,358.441,72.43,2.125,27,1.0,0.91,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,884,visible,358.145,70.32600000000001,2.125,352,1.0,0.91,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,885,visible,356.566,68.904,2.125,312,1.0,0.91,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,886,visible,354.44199999999995,68.83,2.125,272,1.0,0.91,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,887,visible,352.66,69.987,2.125,237,1.0,0.91,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,888,visible,352.039,72.01899999999999,2.125,197,1.0,0.91,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,889,visible,352.69599999999997,74.04,2.125,162,1.0,0.91,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,890,visible,354.49800000000005,75.166,2.125,122,1.0,0.91,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,891,visible,356.62,75.055,2.125,87,1.0,0.91,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,892,visible,358.17400000000004,73.60600000000001,2.125,47,1.0,0.91,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,893,visible,358.616,71.527,2.125,12,1.0,0.91,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,894,visible,357.61800000000005,69.65100000000001,2.125,332,1.0,0.91,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,895,visible,355.725,68.686,2.125,297,1.0,0.91,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,896,visible,353.654,69.164,2.125,257,1.0,0.91,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,897,visible,352.375,70.861,2.125,217,1.0,0.91,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,898,visible,352.301,72.985,2.125,182,1.0,0.91,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,899,visible,353.60900000000004,74.66,2.125,142,1.0,0.91,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,900,visible,355.68800000000005,75.102,2.125,102,1.0,0.92,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,901,visible,357.644,74.27199999999999,2.125,67,1.0,0.92,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,902,visible,358.60900000000004,72.37899999999999,2.125,27,1.0,0.92,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,903,visible,358.31300000000005,70.275,2.125,352,1.0,0.92,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,904,visible,356.73400000000004,68.85300000000001,2.125,312,1.0,0.92,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,905,visible,354.61,68.779,2.125,272,1.0,0.92,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,906,visible,352.82800000000003,69.936,2.125,237,1.0,0.92,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,907,visible,352.032,71.906,2.125,202,1.0,0.92,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,908,visible,352.51,73.977,2.125,167,1.0,0.92,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,909,visible,354.207,75.256,2.125,127,1.0,0.92,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,910,visible,356.329,75.145,2.125,87,1.0,0.92,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,911,visible,357.88300000000004,73.696,2.125,47,1.0,0.92,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,912,visible,358.325,71.617,2.125,12,1.0,0.92,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,913,visible,357.327,69.741,2.125,332,1.0,0.92,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,914,visible,355.434,68.77600000000001,2.125,297,1.0,0.92,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,915,visible,353.36300000000006,69.25399999999999,2.125,257,1.0,0.92,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,916,visible,351.292,69.732,2.125,257,1.0,0.92,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,917,visible,351.218,71.85600000000001,2.125,182,1.0,0.92,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,918,visible,351.144,73.98,2.125,182,1.0,0.92,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,919,visible,352.452,75.655,2.125,142,1.0,0.92,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,920,visible,354.48400000000004,76.27600000000001,2.125,107,1.0,0.92,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,921,visible,356.44,75.446,2.125,67,1.0,0.92,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,922,visible,357.405,73.553,2.125,27,1.0,0.92,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,923,visible,357.10900000000004,71.449,2.125,352,1.0,0.93,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,924,visible,355.53,70.027,2.125,312,1.0,0.93,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,925,visible,353.421,69.768,2.125,277,1.0,0.93,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,926,visible,351.639,70.925,2.125,237,1.0,0.93,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,927,visible,351.01800000000003,72.957,2.125,197,1.0,0.93,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,928,visible,351.848,74.913,2.125,157,1.0,0.93,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,929,visible,353.741,75.878,2.125,117,1.0,0.93,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,930,visible,355.845,75.582,2.125,82,1.0,0.93,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,931,visible,357.267,74.003,2.125,42,1.0,0.93,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,932,visible,357.341,71.87899999999999,2.125,2,1.0,0.93,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,933,visible,356.184,70.097,2.125,327,1.0,0.93,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,934,visible,354.152,69.476,2.125,287,1.0,0.93,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,935,visible,352.12,68.855,2.125,287,1.0,0.93,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,936,visible,350.088,68.234,2.125,287,0.99,0.93,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,937,visible,350.384,70.33800000000001,2.125,172,0.96,0.93,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,938,visible,351.833,71.892,2.125,137,0.97,0.93,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,939,visible,353.94199999999995,72.15100000000001,2.125,97,0.99,0.93,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,940,visible,355.81800000000004,71.153,2.125,62,1.0,0.93,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,941,visible,356.61400000000003,69.183,2.125,22,0.99,0.93,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,942,visible,355.957,67.16199999999999,2.125,342,0.97,0.93,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,943,visible,354.064,66.197,2.125,297,0.94,0.93,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,944,visible,352.171,65.232,2.125,297,0.92,0.93,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,945,visible,350.86300000000006,63.556999999999995,2.125,322,0.89,0.93,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,946,visible,351.48400000000004,61.525,2.125,17,0.88,0.94,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,947,visible,352.105,59.493,2.125,17,0.85,0.94,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,948,visible,352.726,57.461000000000006,2.125,17,0.8200000000000001,0.94,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,949,visible,354.148,55.882,2.125,42,0.8,0.94,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,950,visible,356.219,55.403999999999996,2.125,77,0.79,0.94,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,951,visible,358.11199999999997,56.369,2.125,117,0.77,0.94,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,952,visible,358.94199999999995,58.325,2.125,157,0.77,0.94,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,953,visible,356.273,64.931,7.125,202,0.78,0.94,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,954,visible,353.60400000000004,71.53699999999999,7.125,202,0.84,0.94,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,955,visible,350.935,78.143,7.125,202,0.89,0.94,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,956,visible,348.26599999999996,84.749,7.125,202,0.93,0.94,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,957,visible,345.597,91.355,7.125,202,0.98,0.94,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,958,visible,342.92800000000005,97.961,7.125,202,1.0,0.94,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,959,visible,342.13199999999995,99.931,2.125,202,1.0,0.94,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,960,visible,341.87300000000005,102.04,2.125,187,1.0,0.94,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,961,visible,343.03,103.822,2.125,147,1.0,0.94,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,962,visible,345.0,104.618,2.125,112,1.0,0.94,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,963,visible,347.02099999999996,103.961,2.125,72,1.0,0.94,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,964,visible,348.147,102.15899999999999,2.125,32,1.0,0.94,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,965,visible,348.036,100.037,2.125,357,1.0,0.94,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,966,visible,346.587,98.48299999999999,2.125,317,1.0,0.94,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,967,visible,344.50800000000004,98.041,2.125,282,1.0,0.94,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,968,visible,342.63199999999995,99.039,2.125,242,1.0,0.94,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,969,visible,341.667,100.932,2.125,207,1.0,0.94,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,970,visible,342.145,103.00299999999999,2.125,167,1.0,0.94,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,971,visible,343.724,104.425,2.125,132,1.0,0.95,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,972,visible,345.848,104.499,2.125,92,1.0,0.95,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,973,visible,347.63,103.34200000000001,2.125,57,1.0,0.95,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,974,visible,348.251,101.31,2.125,17,1.0,0.95,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,975,visible,347.594,99.289,2.125,342,0.99,0.95,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,976,visible,345.792,98.163,2.125,302,0.96,0.95,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,977,visible,343.68800000000005,98.459,2.125,262,0.94,0.95,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,978,visible,342.134,99.90799999999999,2.125,227,0.94,0.95,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,979,visible,341.875,102.01700000000001,2.125,187,0.94,0.95,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,980,visible,342.87300000000005,103.89299999999999,2.125,152,0.95,0.95,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,981,visible,344.843,104.689,2.125,112,0.97,0.95,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,982,visible,346.86400000000003,104.03200000000001,2.125,72,0.98,0.95,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,983,visible,348.539,102.72399999999999,2.125,52,0.96,0.95,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,984,visible,350.663,102.79799999999999,2.125,92,0.95,0.95,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,985,visible,352.36,104.07700000000001,2.125,127,0.94,0.95,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,986,visible,353.017,106.098,2.125,162,0.94,0.95,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,987,visible,353.67400000000004,108.119,2.125,162,0.95,0.95,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,988,visible,351.591,114.93299999999999,7.125,197,0.95,0.95,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,989,visible,349.50800000000004,121.74700000000001,7.125,197,1.0,0.95,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,990,visible,347.425,128.561,7.125,197,1.0,0.95,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,991,visible,345.342,135.375,7.125,197,1.0,0.95,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,992,visible,343.259,142.189,7.125,197,1.0,0.95,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,993,visible,341.176,149.003,7.125,197,1.0,0.95,False,False,False,True,False,True,True,False,False,,False,True,True,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,994,visible,339.22,149.833,2.125,247,1.0,0.95,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,995,visible,337.18800000000005,149.21200000000002,2.125,287,1.0,0.96,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,996,visible,336.031,147.43,2.125,327,1.0,0.96,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,997,visible,336.105,145.306,2.125,2,1.0,0.96,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,998,visible,337.527,143.727,2.125,42,1.0,0.96,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,999,visible,339.598,143.249,2.125,77,1.0,0.96,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1000,visible,341.491,144.214,2.125,117,1.0,0.96,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1001,visible,342.32099999999997,146.17,2.125,157,1.0,0.96,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1002,visible,341.879,148.249,2.125,192,1.0,0.96,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1003,visible,340.204,149.55700000000002,2.125,232,1.0,0.96,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1004,visible,338.082,149.668,2.125,267,1.0,0.96,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1005,visible,336.385,148.389,2.125,307,1.0,0.96,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1006,visible,335.728,146.368,2.125,342,1.0,0.96,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1007,visible,336.349,144.336,2.125,17,1.0,0.96,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1008,visible,338.131,143.179,2.125,57,1.0,0.96,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1009,visible,340.255,143.253,2.125,92,1.0,0.96,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1010,visible,341.834,144.675,2.125,132,1.0,0.96,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1011,visible,342.31199999999995,146.746,2.125,167,1.0,0.96,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1012,visible,341.347,148.639,2.125,207,1.0,0.96,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1013,visible,339.39099999999996,149.469,2.125,247,1.0,0.96,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
